829 |A|A| |1|
#.=0
829 |1|2| 0
1156 |1|2| 0
106 |3|4| 0
27 |2|3| 0
589 |0|1| 0
1000 |0|1| 0
533 |0|1| 0
1321 |1|2| 0
1400 |1|2| 0
389 |0|1| 0
902 |1|2| 0
1298 |1|2| 0
331 |3|4| 0
1142 |1|2| 0
567 |0|1| 0
903 |1|2| 0
437 |0|1| 0
919 |2|3| 0
1324 |0|1| 0
726 |1|2| 0
254 |0|1| 0
22 |0|1| 0
1466 |0|1| 0
253 |0|1| 0
959 |0|1| 0
1381 |1|2| 0
667 |1|2| 0
155 |1|2| 0
1406 |1|2| 0
345 |0|1| 0
756 |0|1| 0
244 |0|1| 0
267 |0|1| 0
1394 |3|4| 0
406 |4|5| 0
1453 |1|2| 0
307 |0|1| 0
132 |3|4| 0
524 |0|1| 0
1395 |4|5| 0
1391 |1|2| 0
583 |0|1| 0
1066 |1|2| 0
1396 |1|2| 0
1006 |2|3| 0
1146 |1|2| 0
1397 |1|2| 0
825 |0|1| 0
751 |1|2| 0
663 |0|1| 0
266 |0|1| 0
1389 |1|2| 0
1458 |1|2| 0
1317 |1|2| 0
1388 |1|2| 0
512 |0|1| 0
615 |2|3| 0
1145 |1|2| 0
327 |0|1| 0
1318 |1|2| 0
884 |1|2| 0
977 |0|1| 0
1387 |1|2| 0
1277 |1|2| 0
838 |1|2| 0
358 |0|1| 0
612 |1|2| 0
875 |0|1| 0
1346 |1|2| 0
996 |3|4| 0
748 |0|1| 0
940 |3|4| 0
357 |0|1| 0
378 |0|1| 0
1354 |1|2| 0
1356 |0|1| 0
471 |2|3| 0
646 |0|1| 0
1348 |1|2| 0
1368 |1|2| 0
1364 |1|2| 0
799 |1|2| 0
1413 |0|1| 0
719 |1|2| 0
355 |0|1| 0
381 |0|1| 0

85 |A|A| |10|
#.=0
85 |0|3| 0
317 |1|4| 0
1423 |0|2| 0
1123 |3|5| 0
864 |2|5| 0
1308 |0|2| 0
554 |0|1| 0
889 |0|2| 0
109 |0|2| 0
889 |0|3| 0
321 |1|2| 0
867 |1|3| 0
356 |1|3| 0
323 |1|2| 0
111 |0|2| 0
324 |0|1| 0
634 |0|2| 0
761 |5|6| 0
912 |0|4| 0
1285 |0|2| 0
1309 |4|10| 0
628 |0|2| 0
299 |0|2| 0
863 |3|5| 0
299 |2|3| 0
127 |0|3| 0
302 |0|2| 0
80 |1|3| 0
303 |1|3| 0
1309 |2|6| 0
126 |0|1| 0
306 |1|3| 0
1072 |0|1| 0
983 |1|2| 0
317 |0|2| 0
1073 |0|2| 0
574 |0|2| 0
309 |2|3| 0
120 |0|2| 0
359 |1|3| 0
1309 |1|6| 0
1123 |2|5| 0
1309 |0|13| 0
1423 |0|4| 0
1309 |0|12| 0
118 |0|2| 0
1423 |0|3| 0
314 |1|2| 0
314 |2|4| 0
340 |2|4| 0
93 |1|4| 0
352 |0|3| 0
857 |3|5| 0
351 |1|3| 0
1293 |1|3| 0
335 |0|3| 0
1412 |0|3| 0
335 |1|3| 0
104 |0|2| 0
561 |0|2| 0
857 |2|6| 0
857 |2|5| 0
103 |0|3| 0
340 |2|3| 0
333 |1|3| 0
857 |1|7| 0
1412 |0|1| 0
1078 |0|2| 0
865 |1|3| 0
98 |2|3| 0
1041 |1|3| 0
940 |3|6| 0
799 |0|3| 0
1287 |3|4| 0
1287 |2|4| 0
1287 |1|4| 0
1285 |2|3| 0
96 |1|2| 0
89 |0|2| 0
1278 |0|2| 0
326 |0|2| 0
634 |0|3| 0
1278 |0|3| 0
86 |1|3| 0
1279 |0|2| 0
1279 |0|3| 0
890 |0|1| 0
912 |4|6| 0
1420 |1|3| 0
987 |0|2| 0
1279 |0|4| 0
1129 |2|6| 0
1123 |4|5| 0
329 |1|3| 0
1419 |2|4| 0
987 |1|2| 0
1419 |2|3| 0
867 |0|3| 0
828 |3|4| 0
828 |3|5| 0
1129 |2|5| 0
865 |3|4| 0
857 |3|6| 0
988 |0|4| 0
1129 |2|4| 0
354 |1|2| 0
1107 |2|8| 0
1330 |0|1| 0
1330 |0|4| 0
599 |0|3| 0
1333 |0|2| 0
1107 |3|7| 0
1107 |3|6| 0
163 |1|4| 0
1107 |3|5| 0
160 |0|4| 0
1339 |0|2| 0
1339 |1|3| 0
164 |1|2| 0
232 |0|1| 0
1339 |3|4| 0
612 |0|3| 0
228 |1|4| 0
228 |1|3| 0
1329 |0|2| 0
154 |0|2| 0
1328 |2|4| 0
885 |2|7| 0
1328 |2|5| 0
784 |1|4| 0
1328 |2|6| 0
1096 |2|3| 0
885 |3|4| 0
969 |0|5| 0
1379 |0|2| 0
1329 |0|3| 0
1329 |0|4| 0
157 |0|2| 0
861 |3|5| 0
1377 |0|2| 0
159 |0|2| 0
1373 |0|3| 0
182 |0|2| 0
1363 |1|3| 0
604 |0|1| 0
179 |0|2| 0
1363 |1|2| 0
1350 |1|3| 0
1351 |1|2| 0
1351 |1|3| 0
965 |0|2| 0
177 |1|2| 0
831 |0|4| 0
196 |1|3| 0
1361 |0|5| 0
192 |2|3| 0
606 |0|1| 0
1361 |0|1| 0
607 |0|2| 0
607 |1|2| 0
219 |0|2| 0
226 |1|2| 0
1344 |1|3| 0
1107 |1|8| 0
1344 |1|4| 0
885 |3|5| 0
860 |2|4| 0
860 |3|4| 0
885 |3|6| 0
252 |1|2| 0
219 |0|1| 0
610 |1|3| 0
214 |0|3| 0
963 |1|3| 0
1364 |2|8| 0
174 |0|3| 0
968 |2|4| 0
1105 |1|3| 0
979 |3|4| 0
277 |0|2| 0
133 |0|1| 0
872 |3|5| 0
888 |0|3| 0
863 |3|4| 0
274 |0|3| 0
136 |0|3| 0
272 |1|2| 0
813 |3|4| 0
271 |1|2| 0
270 |2|4| 0
700 |0|2| 0
1119 |0|3| 0
270 |0|2| 0
1119 |0|2| 0
138 |0|2| 0
888 |0|2| 0
1309 |8|10| 0
292 |0|2| 0
130 |0|3| 0
575 |2|3| 0
983 |0|1| 0
1309 |7|10| 0
576 |0|3| 0
286 |1|2| 0
1095 |1|4| 0
1313 |1|3| 0
885 |1|7| 0
1123 |0|7| 0
626 |1|2| 0
1123 |0|6| 0
1309 |9|10| 0
280 |0|2| 0
912 |1|3| 0
624 |0|1| 0
974 |1|3| 0
788 |1|2| 0
148 |2|4| 0
257 |1|7| 0
788 |0|2| 0
149 |1|4| 0
614 |2|3| 0
255 |0|3| 0
1383 |1|4| 0
148 |0|3| 0
592 |0|1| 0
773 |2|5| 0
150 |1|3| 0
973 |0|1| 0
694 |1|3| 0
773 |3|5| 0
694 |1|2| 0
971 |3|4| 0
262 |0|3| 0
268 |1|4| 0
1316 |1|3| 0
1316 |2|3| 0
265 |1|3| 0
863 |2|3| 0
770 |0|1| 0
264 |0|1| 0
1117 |0|2| 0
1309 |5|10| 0
261 |0|1| 0
260 |0|1| 0
259 |3|5| 0
586 |0|3| 0
1387 |2|8| 0
958 |0|3| 0
259 |1|3| 0
257 |7|8| 0
1230 |0|3| 0
51 |2|3| 0
523 |0|2| 0
1162 |2|4| 0
521 |1|3| 0
451 |0|2| 0
50 |0|2| 0
450 |0|1| 0
736 |0|1| 0
1185 |0|3| 0
1002 |1|2| 0
1185 |0|4| 0
1147 |0|4| 0
496 |0|1| 0
1186 |0|2| 0
712 |0|1| 0
1021 |0|1| 0
1230 |0|2| 0
413 |0|2| 0
1229 |0|2| 0
1186 |0|3| 0
1004 |0|2| 0
1229 |0|1| 0
659 |0|2| 0
519 |0|2| 0
1147 |1|4| 0
1226 |2|4| 0
46 |0|1| 0
1026 |0|3| 0
1187 |0|2| 0
1147 |2|4| 0
44 |0|3| 0
1476 |1|3| 0
459 |0|3| 0
393 |1|3| 0
393 |2|3| 0
395 |0|2| 0
1246 |1|2| 0
60 |0|4| 0
1246 |0|2| 0
1050 |0|2| 0
1434 |1|3| 0
1434 |2|3| 0
1476 |2|3| 0
1013 |0|2| 0
398 |0|3| 0
11 |2|3| 0
398 |2|3| 0
1187 |0|3| 0
525 |0|3| 0
1162 |2|6| 0
493 |0|1| 0
454 |1|4| 0
1001 |0|1| 0
1183 |0|1| 0
1002 |0|2| 0
899 |0|1| 0
1235 |0|2| 0
657 |0|4| 0
1235 |0|1| 0
1444 |0|3| 0
1444 |1|3| 0
1162 |2|5| 0
728 |0|2| 0
878 |0|1| 0
880 |0|2| 0
880 |0|1| 0
713 |4|6| 0
1023 |0|2| 0
35 |0|2| 0
440 |1|2| 0
1203 |1|3| 0
1205 |0|1| 0
430 |1|2| 0
878 |1|2| 0
431 |0|1| 0
821 |1|2| 0
821 |0|2| 0
908 |0|2| 0
1457 |0|2| 0
1458 |2|8| 0
433 |0|2| 0
713 |2|7| 0
30 |2|3| 0
506 |1|3| 0
435 |0|2| 0
507 |1|3| 0
1047 |0|3| 0
1155 |1|3| 0
435 |2|4| 0
813 |0|6| 0
713 |3|6| 0
1209 |0|2| 0
1209 |0|3| 0
827 |2|3| 0
1226 |0|3| 0
715 |0|2| 0
1021 |0|2| 0
813 |1|4| 0
876 |1|2| 0
1226 |0|1| 0
43 |0|1| 0
20 |0|3| 0
1453 |2|8| 0
1453 |2|9| 0
1188 |2|3| 0
900 |0|2| 0
442 |1|2| 0
1223 |0|3| 0
1223 |0|2| 0
892 |0|4| 0
1150 |0|2| 0
900 |0|3| 0
1197 |0|2| 0
1454 |0|2| 0
502 |0|1| 0
1455 |0|2| 0
422 |1|3| 0
813 |0|5| 0
880 |0|3| 0
513 |0|2| 0
502 |0|2| 0
1456 |0|2| 0
713 |1|7| 0
713 |5|6| 0
2 |2|3| 0
1262 |2|4| 0
1262 |2|3| 0
1426 |0|3| 0
1031 |0|2| 0
1052 |2|4| 0
654 |0|3| 0
1262 |1|4| 0
1426 |0|1| 0
717 |0|2| 0
996 |0|4| 0
996 |0|3| 0
1141 |2|4| 0
1262 |1|3| 0
1169 |1|3| 0
1135 |0|3| 0
1274 |1|7| 0
1274 |2|7| 0
1135 |0|2| 0
675 |0|1| 0
385 |1|3| 0
1274 |4|7| 0
550 |0|3| 0
813 |2|4| 0
1480 |0|1| 0
881 |0|3| 0
1141 |0|1| 0
881 |0|2| 0
1266 |1|2| 0
486 |1|3| 0
1266 |1|3| 0
70 |0|2| 0
1052 |2|3| 0
1141 |0|4| 0
738 |1|2| 0
801 |1|2| 0
940 |0|3| 0
706 |3|4| 0
940 |0|4| 0
3 |0|3| 0
6 |0|3| 0
1267 |0|2| 0
707 |0|1| 0
1267 |2|3| 0
69 |0|3| 0
79 |0|3| 0
462 |1|3| 0
462 |0|3| 0
938 |1|3| 0
385 |3|5| 0
1433 |2|4| 0
1433 |2|5| 0
534 |1|3| 0
1275 |0|1| 0
1018 |0|2| 0
1433 |2|6| 0
490 |0|2| 0
1178 |0|4| 0
1478 |0|4| 0
550 |1|3| 0
536 |2|3| 0
365 |2|3| 0
1178 |0|1| 0
1167 |2|6| 0
738 |0|2| 0
465 |0|2| 0
938 |1|4| 0
1169 |1|2| 0
1478 |0|1| 0
1274 |5|7| 0
66 |0|4| 0
1274 |6|7| 0

1318 |A|A| |11|
#.=0
1318 |6|7| 0
1035 |0|4| 0
1328 |1|3| 0
995 |0|5| 0
1020 |0|3| 0
190 |0|2| 0
1165 |1|3| 0
191 |0|2| 0
1196 |0|5| 0
593 |0|4| 0
1196 |0|3| 0
1328 |0|7| 0
1113 |3|4| 0
1172 |1|4| 0
204 |0|1| 0
1195 |1|4| 0
1165 |1|2| 0
964 |0|2| 0
1205 |0|3| 0
1205 |0|2| 0
1354 |2|6| 0
1354 |0|5| 0
859 |0|2| 0
255 |0|2| 0
1354 |0|4| 0
1354 |0|3| 0
257 |0|2| 0
727 |0|2| 0
500 |0|2| 0
257 |1|6| 0
191 |1|2| 0
486 |0|2| 0
1354 |6|7| 0
1352 |1|3| 0
1167 |1|6| 0
965 |1|2| 0
773 |0|5| 0
201 |0|2| 0
1172 |0|4| 0
969 |3|5| 0
1337 |0|1| 0
236 |0|1| 0
1012 |2|3| 0
1332 |0|3| 0
1162 |4|7| 0
1332 |0|2| 0
454 |0|3| 0
1107 |5|8| 0
779 |1|3| 0
1183 |1|4| 0
1036 |0|1| 0
1162 |5|7| 0
885 |6|7| 0
1329 |5|7| 0
1348 |0|3| 0
971 |0|4| 0
1329 |4|5| 0
223 |0|2| 0
1017 |1|2| 0
969 |1|3| 0
